/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
NELS_88_00_BYF4STU

/* Total Record Length */
11541

/* Variable Names, Locations, and Descriptions */
STU_ID    1-7           Student ID
   9 = "{Legitimate skip/not in wave}"
F1T2E19I
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E19J
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20A
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20B
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20C
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20D
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20E
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20F
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20G
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20H
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20I
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20J
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20K
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20L
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20M
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E20N
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21A
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21B
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21C
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21D
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21E
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21F
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21G
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21H
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2E21I
   0 = "NEVER"
   1 = "RARELY"
   2 = "SOMETIMES"
   3 = "MOST OF THE TIME"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H19A
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H19B
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H19C
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H19D
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H19E
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H19F
   1 = "VERY RARELY"
   2 = "1-2 TIMES A MONTH"
   3 = "ONCE A WEEK"
   4 = "2-3 TIMES PER WEEK"
   5 = "EVERY DAY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20
   1 = "APPLIES"
   2 = "DOES NOT APPLY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20A
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20B
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20C
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20D
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20E
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20F
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20G
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20H
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20I
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20J
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20K
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20L
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20M
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H20N
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21
   1 = "APPLIES"
   2 = "DOES NOT APPLY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21A
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21B
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21C
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21D
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21E
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21F
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2H21G
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19A
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19B
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19C
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19D
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19E
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19F
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19G
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19H
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19I
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19J
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19K
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M19L
   1 = "NONE"
   2 = "A LITTLE"
   3 = "MODERATE"
   4 = "HEAVY"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20
   1 = "APPLIES"
   2 = "DOES NOT APPLY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20A
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20B
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20C
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20D
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20E
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20F
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20G
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20H
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20I
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M20J
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M21
   2 = "ALGEBRA I, HEATH"
   3 = "ALGEBRA I,MERRILL"
   4 = "HBJ ALGEBRA I"
   5 = "ALGEBRA S+M, MIFFLIN"
   6 = "ELEM ALGEBRA,MIFFLIN"
   7 = "OTHER TEXTBOOK"
   96 = "{MULTIPLE RESPNSE}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M22
   1 = "APPLIES"
   2 = "DOES NOT APPLY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22A
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22B
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22C
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22D
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22E
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22F
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22G
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22H
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22I
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M22J
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M23
   2 = "ALG. II-TRIG, HOLT"
   3 = "ALG. II-TRIG, WESLEY"
   4 = "ALG. II-TRIG, MIFFLN"
   5 = "ALGEBRA II, SAXON"
   6 = "HBJ ALGEBRA 2-TRIG"
   7 = "OTHER TEXTBOOK"
   96 = "{MULTIPLE RESPNSE}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M24
   1 = "APPLIES"
   2 = "DOES NOT APPLY"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24A
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24B
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24C
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24D
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24E
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24F
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24G
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24H
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24I
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24J
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24K
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24L
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24M
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24N
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M24O
   1 = "YES, NEW CONTENT"
   2 = "YES, REVIEW ONLY"
   3 = "NO, TAUGHT PREVIOUSL"
   4 = "NO, TAUGHT LATER"
   5 = "NOT IN CURRICULUM"
   6 = "{MULTIPLE RESPNSE}"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M25
   2 = "GEOMETRY, WESLEY"
   3 = "GEOMETRY, MERRILL"
   4 = "GEOMETRY, MCDOUGAL"
   5 = "GEOMETRY, MIFFLIN"
   6 = "HBJ GEOMETRY, HARCOU"
   7 = "OTHER TEXTBOOK"
   96 = "{MULTIPLE RESPNSE}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M26A
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M26B
   0 = "{zero}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M26C
   0 = "{zero}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M26D
   0 = "{zero}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M26E
   0 = "{zero}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M26F
   0 = "{zero}"
   98 = "{MISSING}"
   99 = "{Legitimate skip/not in wave}"
F1T2M27A
   1 = "YES"
   2 = "NO"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M27B
   1 = "YES"
   2 = "NO"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M27C
   1 = "YES"
   2 = "NO"
   8 = "{MISSING}"
   9 = "{Legitimate skip/not in wave}"
F1T2M27D
   1 = "YES"
